,true_tokens,pred_tokens,t_labels,p_labels
35149,tasted,tasted,O,O
35150,delicious,delicious,O,O
35151,and,and,O,O
35152,I,I,O,O
35153,enjoyed,enjoyed,O,O
35154,every,every,O,O
35155,single,single,O,O
35156,bite,bite,O,O
35157,.,.,O,O
35158,The,The,O,O
35159,meet,meet,O,O
35160,was,was,O,O
35161,marinated,marinated,O,O
35162,with,with,O,O
35163,a,a,O,O
35164,delicate,delicate,O,O
35165,blend,blend,O,O
35166,of,of,O,O
35167,Indian,Indian,O,O
35168,or,or,O,O
35169,Pakistani,Pakistani,O,O
35170,spices,spices,O,O
35171,.,.,O,O
35172,Whoever,Whoever,O,O
35173,is,is,O,O
35174,cooking,cooking,O,O
35175,here,here,O,O
35176,knows,knows,O,O
35177,what,what,O,O
35178,he,he,O,O
35179,or,or,O,O
35180,she,she,O,O
35181,is,is,O,O
35182,doing,doing,O,O
35183,.,.,O,O
35184,Better,Better,O,O
35185,yet,yet,O,O
35186,",",",",O,O
35187,this,this,O,O
35188,is,is,O,O
35189,not,not,O,O
35190,a,a,O,O
35191,classy,classy,O,O
35192,restaurant,restaurant,O,O
35193,.,.,O,O
35194,You,You,O,O
35195,go,go,O,O
35196,here,here,O,O
35197,for,for,O,O
35198,good,good,O,O
35199,food,food,O,O
35200,.,.,O,O
35201,So,So,O,O
35202,it's,it's,O,O
35203,a,a,O,O
35204,real,real,O,O
35205,treat,treat,O,O
35206,.,.,O,O
35207,Also,Also,O,O
35208,I,I,O,O
35209,like,like,O,O
35210,that,that,O,O
35211,it,it,O,O
35212,is,is,O,O
35213,on,on,O,O
35214,McLeod,McLeod,O,O
35215,Trail,Trail,O,O
35216,just,just,O,O
35217,off,off,O,O
35218,of,of,O,O
35219,Southland,Southland,O,O
35220,Drive,Drive,O,O
35221,.,.,O,O
35222,The,The,O,O
35223,staff,staff,O,O
35224,was,was,O,O
35225,also,also,O,O
35226,friendly,friendly,O,O
35227,.,.,O,O
35228,The,The,O,O
35229,food,food,O,O
35230,came,came,O,O
35231,quickly,quickly,O,O
35232,",",",",O,O
35233,came,came,O,O
35234,hot,hot,O,O
35235,and,and,O,O
35236,delicious,delicious,O,O
35237,",",",",O,O
35238,and,and,O,O
35239,the,the,O,O
35240,waiter,waiter,O,O
35241,brought,brought,O,O
35242,us,us,O,O
35243,extra,extra,O,O
35244,chutneys,chutneys,B-MENU,B-MENU
35245,or,or,O,O
35246,spices,spices,O,O
35247,because,because,O,O
35248,we,we,O,O
35249,asked.Not,asked.Not,O,O
35250,a,a,O,O
35251,fancy,fancy,O,O
35252,seating,seating,O,O
35253,but,but,O,O
35254,very,very,O,O
35255,tatsy,tatsy,O,O
35256,food,food,O,O
35257,.,.,O,O
35258,.,.,O,O
35259,.,.,O,O
35260,We,We,O,O
35261,have,have,O,O
35262,tried,tried,O,O
35263,beef,beef,B-MENU,B-MENU
35264,quorma,quorma,I-MENU,I-MENU
35265,and,and,O,O
35266,beriani,beriani,B-MENU,O
35267,5,5,O,O
35268,/,/,O,O
35269,5,5,O,O
35270,.,.,O,O
35271,.,.,O,O
35272,.,.,O,O
35273,the,the,O,O
35274,price,price,O,O
35275,is,is,O,O
35276,very,very,O,O
35277,affordable,affordable,O,O
35278,.,.,O,O
35279,.,.,O,O
35280,.,.,O,O
35281,will,will,O,O
35282,definitely,definitely,O,O
35283,come,come,O,O
35284,back,back,O,O
35285,again,again,O,O
35286,multiple,multiple,O,O
35287,times,times,O,O
35288,.,.,O,O
35289,.,.,O,O
35290,.,.,O,O
35291,Little,Little,O,O
35292,spice,spice,O,O
35293,took,took,O,O
35294,over,over,O,O
35295,Burger,Burger,O,O
35296,Inn,Inn,O,O
35297,a,a,O,O
35298,little,little,O,O
35299,while,while,O,O
35300,ago,ago,O,O
35301,.,.,O,O
35302,At,At,O,O
35303,first,first,O,O
35304,glance,glance,O,O
35305,",",",",O,O
35306,it,it,O,O
35307,may,may,O,O
35308,seem,seem,O,O
35309,a,a,O,O
35310,bit,bit,O,O
35311,questionable,questionable,O,O
35312,.,.,O,O
35313,They,They,O,O
35314,kept,kept,O,O
35315,the,the,O,O
35316,old,old,O,O
35317,spare,spare,O,O
35318,bits,bits,O,O
35319,of,of,O,O
35320,cafeteria,cafeteria,O,O
35321,style,style,O,O
35322,tables,tables,O,O
35323,/,/,O,O
35324,chairs,chairs,O,O
35325,from,from,O,O
35326,Burger,Burger,O,O
35327,Inn,Inn,O,O
35328,.,.,O,O
35329,It's,It's,O,O
35330,tiny,tiny,O,O
35331,inside,inside,O,O
35332,and,and,O,O
35333,not,not,O,O
35334,really,really,O,O
35335,a,a,O,O
35336,place,place,O,O
35337,I'd,I'd,O,O
35338,recommend,recommend,O,O
35339,eating,eating,O,O
35340,in,in,O,O
35341,at,at,O,O
35342,.,.,O,O
35343,They,They,O,O
35344,more,more,O,O
35345,than,than,O,O
35346,makes,makes,O,O
35347,up,up,O,O
35348,for,for,O,O
35349,it,it,O,O
35350,in,in,O,O
35351,affordable,affordable,O,O
35352,",",",",O,O
35353,delicious,delicious,O,O
35354,food,food,O,O
35355,.,.,O,O
35356,I've,I've,O,O
35357,ordered,ordered,O,O
35358,take,take,O,O
35359,out,out,O,O
35360,from,from,O,O
35361,there,there,O,O
35362,a,a,O,O
35363,couple,couple,O,O
35364,times,times,O,O
35365,and,and,O,O
35366,everything,everything,O,O
35367,has,has,O,O
35368,been,been,O,O
35369,generous,generous,O,O
35370,in,in,O,O
35371,portion,portion,O,O
35372,size,size,O,O
35373,.,.,O,O
35374,Because,Because,O,O
35375,it's,it's,O,O
35376,Indian,Indian,O,O
35377,/,/,O,O
35378,Pakistani,Pakistani,O,O
35379,",",",",O,O
35380,I,I,O,O
35381,find,find,O,O
35382,all,all,O,O
35383,their,their,O,O
35384,items,items,O,O
35385,I've,I've,O,O
35386,tried,tried,O,O
35387,are,are,O,O
35388,a,a,O,O
35389,bit,bit,O,O
35390,more,more,O,O
35391,on,on,O,O
35392,the,the,O,O
35393,spicy,spicy,O,O
35394,side,side,O,O
35395,.,.,O,O
35396,The,The,O,O
35397,naan,naan,B-MENU,B-MENU
35398,bread,bread,I-MENU,I-MENU
35399,can't,can't,O,O
35400,be,be,O,O
35401,beat,beat,O,O
35402,.,.,O,O
35403,One,One,O,O
35404,naan,naan,B-MENU,B-MENU
35405,could,could,O,O
35406,easily,easily,O,O
35407,be,be,O,O
35408,shared,shared,O,O
35409,between,between,O,O
35410,two,two,O,O
35411,people,people,O,O
35412,",",",",O,O
35413,if,if,O,O
35414,you,you,O,O
35415,have,have,O,O
35416,rice,rice,B-MENU,B-MENU
35417,as,as,O,O
35418,well,well,O,O
35419,.,.,O,O
35420,Lucky,Lucky,O,O
35421,to,to,O,O
35422,have,have,O,O
35423,a,a,O,O
35424,fantastic,fantastic,O,O
35425,nee,nee,O,O
35426,place,place,O,O
35427,only,only,O,O
35428,minutes,minutes,O,O
35429,away.Granted,away.Granted,O,O
35430,I,I,O,O
35431,came,came,O,O
35432,here,here,O,O
35433,alone,alone,O,O
35434,and,and,O,O
35435,it's,it's,O,O
35436,my,my,O,O
35437,first,first,O,O
35438,time,time,O,O
35439,here,here,O,O
35440,so,so,O,O
35441,my,my,O,O
35442,review,review,O,O
35443,will,will,O,O
35444,not,not,O,O
35445,be,be,O,O
35446,as,as,O,O
35447,all,all,O,O
35448,encompassing,encompassing,O,O
35449,as,as,O,O
35450,past,past,O,O
35451,reviews,reviews,O,O
35452,of,of,O,O
35453,restaurants,restaurants,O,O
35454,that,that,O,O
35455,serve,serve,O,O
35456,Pakistani,Pakistani,O,O
35457,and,and,O,O
35458,Indian,Indian,O,O
35459,cuisine,cuisine,O,O
35460,.,.,O,O
35461,I,I,O,O
35462,ordered,ordered,O,O
35463,beef,beef,O,B-MENU
35464,samosas,samosas,B-MENU,I-MENU
35465,",",",",O,O
35466,chicken,chicken,B-MENU,B-MENU
35467,tikka,tikka,I-MENU,I-MENU
35468,masala,masala,I-MENU,I-MENU
35469,and,and,O,O
35470,garlic,garlic,B-MENU,B-MENU
35471,naan,naan,I-MENU,I-MENU
35472,.,.,O,O
35473,Note,Note,O,O
35474,:,:,O,O
35475,rice,rice,B-MENU,B-MENU
35476,does,does,O,O
35477,not,not,O,O
35478,come,come,O,O
35479,with,with,O,O
35480,meal,meal,O,O
35481,-,-,O,O
35482,you,you,O,O
35483,have,have,O,O
35484,to,to,O,O
35485,order,order,O,O
35486,it,it,O,O
35487,.,.,O,O
35488,The,The,O,O
35489,beef,beef,B-MENU,B-MENU
35490,samosa,samosa,I-MENU,I-MENU
35491,was,was,O,O
35492,ok,ok,O,O
35493,.,.,O,O
35494,Having,Having,O,O
35495,made,made,O,O
35496,them,them,O,O
35497,myself,myself,O,O
35498,with,with,O,O
35499,my,my,O,O
35500,ex,ex,O,O
35501,Pakistani,Pakistani,O,O
35502,mother,mother,O,O
35503,in,in,O,O
35504,law,law,O,O
35505,(,(,O,O
35506,who,who,O,O
35507,is,is,O,O
35508,a,a,O,O
35509,great,great,O,O
35510,cook,cook,O,O
35511,),),O,O
35512,",",",",O,O
35513,I,I,O,O
35514,do,do,O,O
35515,expect,expect,O,O
35516,a,a,O,O
35517,certain,certain,O,O
35518,level,level,O,O
35519,of,of,O,O
35520,deliciousness,deliciousness,O,O
35521,.,.,O,O
35522,This,This,O,O
35523,level,level,O,O
35524,includes,includes,O,O
35525,and,and,O,O
35526,is,is,O,O
35527,not,not,O,O
35528,limited,limited,O,O
35529,by,by,O,O
35530,:,:,O,O
35531,all,all,O,O
35532,around,around,O,O
35533,flavour,flavour,O,O
35534,",",",",O,O
35535,texture,texture,O,O
35536,of,of,O,O
35537,the,the,O,O
35538,meat,meat,O,O
35539,and,and,O,O
35540,peas,peas,O,O
35541,and,and,O,O
35542,the,the,O,O
35543,overall,overall,O,O
35544,cooked,cooked,O,O
35545,finished,finished,O,O
35546,product,product,O,O
35547,.,.,O,O
35548,Like,Like,O,O
35549,I,I,O,O
35550,first,first,O,O
35551,mentioned,mentioned,O,O
35552,it,it,O,O
35553,was,was,O,O
35554,ok,ok,O,O
35555,.,.,O,O
35556,I,I,O,O
35557,found,found,O,O
35558,it,it,O,O
35559,lacked,lacked,O,O
35560,body,body,O,O
35561,and,and,O,O
35562,the,the,O,O
35563,meat,meat,O,O
35564,was,was,O,O
35565,a,a,O,O
35566,bit,bit,O,O
35567,too,too,O,O
35568,soft,soft,O,O
35569,and,and,O,O
35570,I,I,O,O
35571,missed,missed,O,O
35572,a,a,O,O
35573,subtle,subtle,O,O
35574,sweetness,sweetness,O,O
35575,and,and,O,O
35576,fresh,fresh,O,O
35577,burst,burst,O,O
35578,of,of,O,O
35579,a,a,O,O
35580,green,green,O,O
35581,pea,pea,O,O
35582,.,.,O,O
35583,I,I,O,O
35584,think,think,O,O
35585,the,the,O,O
35586,samosa,samosa,B-MENU,B-MENU
35587,were,were,O,O
35588,a,a,O,O
35589,bit,bit,O,O
35590,overcooked,overcooked,O,O
35591,in,in,O,O
35592,the,the,O,O
35593,fryer,fryer,O,O
35594,.,.,O,O
35595,The,The,O,O
35596,chicken,chicken,B-MENU,B-MENU
35597,tikka,tikka,I-MENU,I-MENU
35598,masala,masala,I-MENU,I-MENU
35599,was,was,O,O
35600,spicy,spicy,O,O
35601,",",",",O,O
35602,chicken,chicken,O,O
35603,was,was,O,O
35604,tender,tender,O,O
35605,and,and,O,O
35606,the,the,O,O
35607,flavour,flavour,O,O
35608,overall,overall,O,O
35609,was,was,O,O
35610,robust,robust,O,O
35611,and,and,O,O
35612,good,good,O,O
35613,.,.,O,O
35614,The,The,O,O
35615,naan,naan,B-MENU,B-MENU
35616,was,was,O,O
35617,lightly,lightly,O,O
35618,crisp,crisp,O,O
35619,and,and,O,O
35620,pillowy,pillowy,O,O
35621,soft,soft,O,O
35622,in,in,O,O
35623,the,the,O,O
35624,middle,middle,O,O
35625,and,and,O,O
35626,it,it,O,O
35627,was,was,O,O
35628,lovely,lovely,O,O
35629,.,.,O,O
35630,I,I,O,O
35631,will,will,O,O
35632,come,come,O,O
35633,back,back,O,O
35634,again,again,O,O
35635,with,with,O,O
35636,my,my,O,O
35637,S.O,S.O,O,O
35638,and,and,O,O
35639,order,order,O,O
35640,a,a,O,O
35641,few,few,O,O
35642,things,things,O,O
35643,!,!,O,O
35644,Amazing,Amazing,O,O
35645,food,food,O,O
35646,!,!,O,O
35647,I,I,O,O
35648,was,was,O,O
35649,impressed,impressed,O,O
35650,with,with,O,O
35651,the,the,O,O
35652,large,large,O,O
35653,menu,menu,O,O
35654,options.Last,options.Last,O,O
35655,time,time,O,O
35656,I,I,O,O
35657,went,went,O,O
35658,I,I,O,O
35659,had,had,O,O
35660,lamb,lamb,B-MENU,B-MENU
35661,curry,curry,I-MENU,I-MENU
35662,with,with,O,O
35663,medium,medium,O,O
35664,spice,spice,O,O
35665,and,and,O,O
35666,it,it,O,O
35667,was,was,O,O
35668,done,done,O,O
35669,perfectly,perfectly,O,O
35670,.,.,O,O
35671,Just,Just,O,O
35672,the,the,O,O
35673,right,right,O,O
35674,amount,amount,O,O
35675,of,of,O,O
35676,spice,spice,O,O
35677,.,.,O,O
35678,Great,Great,O,O
35679,little,little,O,O
35680,place,place,O,O
35681,for,for,O,O
35682,delicious,delicious,O,O
35683,food,food,O,O
35684,at,at,O,O
35685,a,a,O,O
35686,reasonable,reasonable,O,O
35687,price,price,O,O
35688,.,.,O,O
35689,Will,Will,O,O
35690,definitely,definitely,O,O
35691,continue,continue,O,O
35692,to,to,O,O
35693,go,go,O,O
35694,there,there,O,O
35695,to,to,O,O
35696,try,try,O,O
35697,different,different,O,O
35698,menu,menu,O,O
35699,items.Great,items.Great,O,O
35700,place,place,O,O
35701,in,in,O,O
35702,the,the,O,O
35703,SW,SW,O,O
35704,for,for,O,O
35705,Pakistani,Pakistani,O,O
35706,food,food,O,O
35707,!,!,O,O
35708,!,!,O,O
35709,!,!,O,O
35710,Stumbled,Stumbled,O,O
35711,here,here,O,O
35712,on,on,O,O
35713,a,a,O,O
35714,random,random,O,O
35715,trip,trip,O,O
35716,to,to,O,O
35717,the,the,O,O
35718,area,area,O,O
35719,and,and,O,O
35720,saw,saw,O,O
35721,this,this,O,O
35722,place,place,O,O
35723,had,had,O,O
35724,opened,opened,O,O
35725,up,up,O,O
35726,.,.,O,O
35727,Been,Been,O,O
35728,looking,looking,O,O
35729,for,for,O,O
35730,q,q,O,O
35731,decent,decent,O,O
35732,place,place,O,O
35733,in,in,O,O
35734,the,the,O,O
35735,SW,SW,O,O
35736,so,so,O,O
35737,decided,decided,O,O
35738,to,to,O,O
35739,check,check,O,O
35740,it,it,O,O
35741,out,out,O,O
35742,with,with,O,O
35743,little,little,O,O
35744,expectations,expectations,O,O
35745,.,.,O,O
35746,Came,Came,O,O
35747,away,away,O,O
35748,very,very,O,O
35749,impressed,impressed,O,O
35750,with,with,O,O
35751,their,their,O,O
35752,food,food,O,O
35753,",",",",O,O
35754,service,service,O,O
35755,and,and,O,O
35756,overall,overall,O,O
35757,attention,attention,O,O
35758,to,to,O,O
35759,ensure,ensure,O,O
35760,your,your,O,O
35761,food,food,O,O
35762,is,is,O,O
35763,to,to,O,O
35764,your,your,O,O
35765,taste,taste,O,O
35766,.,.,O,O
35767,Tikka,Tikka,B-MENU,B-MENU
35768,",",",",O,O
35769,afghani,afghani,B-MENU,B-MENU
35770,kabab,kabab,I-MENU,I-MENU
35771,are,are,O,O
35772,two,two,O,O
35773,of,of,O,O
35774,the,the,O,O
35775,best,best,O,O
35776,in,in,O,O
35777,town,town,O,O
35778,.,.,O,O
35779,Have,Have,O,O
35780,been,been,O,O
35781,back,back,O,O
35782,multiple,multiple,O,O
35783,times,times,O,O
35784,over,over,O,O
35785,the,the,O,O
35786,past,past,O,O
35787,six,six,O,O
35788,months,months,O,O
35789,and,and,O,O
35790,haven't,haven't,O,O
35791,had,had,O,O
35792,a,a,O,O
35793,bad,bad,O,O
35794,meal,meal,O,O
35795,.,.,O,O
35796,Totally,Totally,O,O
35797,recommend,recommend,O,O
35798,it,it,O,O
35799,especially,especially,O,O
35800,if,if,O,O
35801,you,you,O,O
35802,live,live,O,O
35803,the,the,O,O
35804,SW,SW,O,O
35805,or,or,O,O
35806,SE,SE,O,O
35807,.,.,O,O
35808,.,.,O,O
35809,.,.,O,O
35810,you,you,O,O
35811,can,can,O,O
35812,now,now,O,O
35813,skip,skip,O,O
35814,going,going,O,O
35815,to,to,O,O
35816,the,the,O,O
35817,NE,NE,O,O
35818,/,/,O,O
35819,NW,NW,O,O
35820,!,!,O,O
35821,Utterly,Utterly,O,O
35822,delicious,delicious,O,O
35823,",",",",O,O
35824,reasonably,reasonably,O,O
35825,priced,priced,O,O
35826,Indian,Indian,O,O
35827,food,food,O,O
35828,with,with,O,O
35829,a,a,O,O
35830,charming,charming,O,O
35831,owner,owner,O,O
35832,and,and,O,O
35833,a,a,O,O
35834,clean,clean,O,O
35835,shop,shop,O,O
35836,.,.,O,O
35837,We,We,O,O
35838,were,were,O,O
35839,travelling,travelling,O,O
35840,through,through,O,O
35841,Calgary,Calgary,O,O
35842,and,and,O,O
35843,wanted,wanted,O,O
35844,something,something,O,O
35845,close,close,O,O
35846,to,to,O,O
35847,our,our,O,O
35848,hotel,hotel,O,O
35849,-,-,O,O
35850,we,we,O,O
35851,were,were,O,O
35852,delighted,delighted,O,O
35853,to,to,O,O
35854,find,find,O,O
35855,this,this,O,O
35856,place,place,O,O
35857,and,and,O,O
35858,will,will,O,O
35859,absolutely,absolutely,O,O
35860,be,be,O,O
35861,back,back,O,O
35862,!,!,O,O
35863,The,The,O,O
35864,food,food,O,O
35865,at,at,O,O
35866,this,this,O,O
35867,little,little,O,O
35868,place,place,O,O
35869,is,is,O,O
35870,fantastic,fantastic,O,O
35871,!,!,O,O
35872,!,!,O,O
35873,The,The,O,O
35874,restaurant,restaurant,O,O
35875,itself,itself,O,O
35876,doesn't,doesn't,O,O
35877,hold,hold,O,O
35878,much,much,O,O
35879,in,in,O,O
35880,the,the,O,O
35881,was,was,O,O
35882,of,of,O,O
35883,atmosphere,atmosphere,O,O
35884,",",",",O,O
35885,but,but,O,O
35886,they,they,O,O
35887,sure,sure,O,O
35888,know,know,O,O
35889,how,how,O,O
35890,to,to,O,O
35891,make,make,O,O
35892,incredible,incredible,O,O
35893,food,food,O,O
35894,.,.,O,O
35895,They,They,O,O
35896,run,run,O,O
35897,a,a,O,O
35898,busy,busy,O,O
35899,take,take,O,O
35900,out,out,O,O
35901,business,business,O,O
35902,and,and,O,O
35903,usually,usually,O,O
35904,have,have,O,O
35905,our,our,O,O
35906,order,order,O,O
35907,ready,ready,O,O
35908,in,in,O,O
35909,20,20,O,O
35910,minutes,minutes,O,O
35911,if,if,O,O
35912,we,we,O,O
35913,call,call,O,O
35914,ahead,ahead,O,O
35915,.,.,O,O
35916,Choice,Choice,O,O
35917,of,of,O,O
35918,mild,mild,O,O
35919,",",",",O,O
35920,medium,medium,O,O
35921,",",",",O,O
35922,or,or,O,O
35923,spicy,spicy,O,O
35924,dishes,dishes,O,O
35925,ensures,ensures,O,O
35926,that,that,O,O
35927,it,it,O,O
35928,meets,meets,O,O
35929,my,my,O,O
35930,expectations,expectations,O,O
35931,and,and,O,O
35932,the,the,O,O
35933,fresh,fresh,O,O
35934,nann,nann,B-MENU,B-MENU
35935,bread,bread,I-MENU,O
35936,is,is,O,O
35937,made,made,O,O
35938,to,to,O,O
35939,order.This,order.This,O,O
35940,tiny,tiny,O,O
35941,place,place,O,O
35942,may,may,O,O
35943,not,not,O,O
35944,look,look,O,O
35945,like,like,O,O
35946,much,much,O,O
35947,from,from,O,O
35948,the,the,O,O
35949,outside,outside,O,O
35950,but,but,O,O
35951,the,the,O,O
35952,service,service,O,O
35953,and,and,O,O
35954,food,food,O,O
35955,are,are,O,O
35956,top,top,O,O
35957,notch,notch,O,O
35958,.,.,O,O
35959,I,I,O,O
35960,have,have,O,O
35961,been,been,O,O
35962,hunting,hunting,O,O
35963,for,for,O,O
35964,a,a,O,O
35965,good,good,O,O
35966,restaurant,restaurant,O,O
35967,and,and,O,O
35968,this,this,O,O
35969,will,will,O,O
35970,stay,stay,O,O
35971,on,on,O,O
35972,the,the,O,O
35973,list,list,O,O
35974,for,for,O,O
35975,a,a,O,O
35976,long,long,O,O
35977,long,long,O,O
35978,timeThis,timeThis,O,O
35979,place,place,O,O
35980,is,is,O,O
35981,amazing,amazing,O,O
35982,.,.,O,O
35983,The,The,O,O
35984,food,food,O,O
35985,is,is,O,O
35986,fresh,fresh,O,O
35987,",",",",O,O
35988,the,the,O,O
35989,spice,spice,O,O
35990,is,is,O,O
35991,perfect,perfect,O,O
35992,",",",",O,O
35993,the,the,O,O
35994,salt,salt,O,O
35995,is,is,O,O
35996,perfect,perfect,O,O
35997,(,(,O,O
35998,not,not,O,O
35999,to,to,O,O
36000,mention,mention,O,O
36001,extremely,extremely,O,O
36002,affordable,affordable,O,O
36003,with,with,O,O
36004,generous,generous,O,O
36005,portions,portions,O,O
36006,),),O,O
36007,.,.,O,O
36008,Just,Just,O,O
36009,moved,moved,O,O
36010,in,in,O,O
36011,near,near,O,O
36012,by,by,O,O
36013,and,and,O,O
36014,am,am,O,O
36015,so,so,O,O
36016,glad,glad,O,O
36017,we,we,O,O
36018,lucked,lucked,O,O
36019,out,out,O,O
36020,with,with,O,O
36021,truly,truly,O,O
36022,great,great,O,O
36023,Indian,Indian,O,O
36024,.,.,O,O
36025,Thank,Thank,O,O
36026,you,you,O,O
36027,!,!,O,O
36028,!,!,O,O
36029,I,I,O,O
36030,finally,finally,O,O
36031,decided,decided,O,O
36032,to,to,O,O
36033,try,try,O,O
36034,this,this,O,O
36035,restaurant,restaurant,O,O
36036,",",",",O,O
36037,and,and,O,O
36038,I,I,O,O
36039,am,am,O,O
36040,only,only,O,O
36041,sad,sad,O,O
36042,I,I,O,O
36043,didn't,didn't,O,O
36044,try,try,O,O
36045,it,it,O,O
36046,earlier,earlier,O,O
36047,!,!,O,O
36048,As,As,O,O
36049,other,other,O,O
36050,reviewers,reviewers,O,O
36051,have,have,O,O
36052,mentioned,mentioned,O,O
36053,",",",",O,O
36054,the,the,O,O
36055,dishes,dishes,O,O
36056,are,are,O,O
36057,all,all,O,O
36058,made,made,O,O
36059,fresh,fresh,O,O
36060,",",",",O,O
36061,so,so,O,O
36062,I,I,O,O
36063,was,was,O,O
36064,happy,happy,O,O
36065,to,to,O,O
36066,wait,wait,O,O
36067,",",",",O,O
36068,and,and,O,O
36069,the,the,O,O
36070,portions,portions,O,O
36071,are,are,O,O
36072,larger,larger,O,O
36073,than,than,O,O
36074,the,the,O,O
36075,other,other,O,O
36076,popular,popular,O,O
36077,Calgary,Calgary,O,O
36078,Indian,Indian,O,O
36079,restaurants,restaurants,O,O
36080,",",",",O,O
36081,and,and,O,O
36082,I've,I've,O,O
36083,been,been,O,O
36084,to,to,O,O
36085,them,them,O,O
36086,all,all,O,O
36087,.,.,O,O
36088,We,We,O,O
36089,were,were,O,O
36090,all,all,O,O
36091,impressed,impressed,O,O
36092,with,with,O,O
36093,the,the,O,O
36094,very,very,O,O
36095,high,high,O,O
36096,quality,quality,O,O
36097,of,of,O,O
36098,the,the,O,O
36099,meat,meat,O,O
36100,in,in,O,O
36101,each,each,O,O
36102,dish,dish,O,O
36103,!,!,O,O
36104,!,!,O,O
36105,No,No,O,O
36106,mystery,mystery,O,O
36107,meat,meat,O,O
36108,or,or,O,O
36109,cheap,cheap,O,O
36110,fatty,fatty,O,O
36111,/,/,O,O
36112,gristle,gristle,O,O
36113,pieces,pieces,O,O
36114,that,that,O,O
36115,I've,I've,O,O
36116,had,had,O,O
36117,at,at,O,O
36118,other,other,O,O
36119,places,places,O,O
36120,.,.,O,O
36121,Each,Each,O,O
36122,dish,dish,O,O
36123,had,had,O,O
36124,good,good,O,O
36125,sized,sized,O,O
36126,cubes,cubes,O,O
36127,of,of,O,O
36128,quality,quality,O,O
36129,tasty,tasty,O,O
36130,meat,meat,O,O
36131,.,.,O,O
36132,The,The,O,O
36133,prices,prices,O,O
36134,are,are,O,O
36135,great,great,O,O
36136,as,as,O,O
36137,well,well,O,O
36138,.,.,O,O
36139,They,They,O,O
36140,DO,DO,O,O
36141,have,have,O,O
36142,coconut,coconut,B-MENU,B-MENU
36143,rice,rice,I-MENU,I-MENU
36144,and,and,O,O
36145,it's,it's,O,O
36146,great,great,O,O
36147,.,.,O,O
36148,We,We,O,O
36149,had,had,O,O
36150,plain,plain,O,B-MENU
36151,and,and,O,I-MENU
36152,coconut,coconut,O,I-MENU
36153,",",",",O,O
36154,also,also,O,O
36155,made,made,O,O
36156,fresh,fresh,O,O
36157,",",",",O,O
36158,so,so,O,O
36159,moist,moist,O,O
36160,and,and,O,O
36161,tender,tender,O,O
36162,.,.,O,O
36163,My,My,O,O
36164,family,family,O,O
36165,is,is,O,O
36166,crazy,crazy,O,O
36167,for,for,O,O
36168,naan,naan,B-MENU,B-MENU
36169,",",",",O,O
36170,we,we,O,O
36171,use,use,O,O
36172,naan,naan,O,B-MENU
36173,instead,instead,O,O
36174,of,of,O,O
36175,forks,forks,O,O
36176,!,!,O,O
36177,So,So,O,O
36178,we,we,O,O
36179,doubled,doubled,O,O
36180,the,the,O,O
36181,order,order,O,O
36182,and,and,O,O
36183,it,it,O,O
36184,was,was,O,O
36185,perfect,perfect,O,O
36186,.,.,O,O
36187,As,As,O,O
36188,per,per,O,O
36189,comments,comments,O,O
36190,about,about,O,O
36191,too,too,O,O
36192,little,little,O,O
36193,spice,spice,O,O
36194,",",",",O,O
36195,I,I,O,O
36196,was,was,O,O
36197,asked,asked,O,O
36198,how,how,O,O
36199,I,I,O,O
36200,would,would,O,O
36201,like,like,O,O
36202,each,each,O,O
36203,dish,dish,O,O
36204,",",",",O,O
36205,mild,mild,O,O
36206,",",",",O,O
36207,medium,medium,O,O
36208,",",",",O,O
36209,or,or,O,O
36210,spicy,spicy,O,O
36211,.,.,O,O
36212,I,I,O,O
36213,wanted,wanted,O,O
36214,a,a,O,O
36215,variety,variety,O,O
36216,of,of,O,O
36217,meats,meats,O,O
36218,so,so,O,O
36219,they,they,O,O
36220,recommend,recommend,O,O
36221,the,the,O,O
36222,beef,beef,B-MENU,B-MENU
36223,vindaloo,vindaloo,I-MENU,I-MENU
36224,",",",",O,O
36225,lamb,lamb,B-MENU,B-MENU
36226,qorma,qorma,I-MENU,I-MENU
36227,",",",",O,O
36228,and,and,O,O
36229,chicken,chicken,B-MENU,B-MENU
36230,rogan,rogan,I-MENU,I-MENU
36231,josh,josh,I-MENU,I-MENU
36232,",",",",O,O
36233,the,the,O,O
36234,spice,spice,O,O
36235,level,level,O,O
36236,was,was,O,O
36237,what,what,O,O
36238,I,I,O,O
36239,asked,asked,O,O
36240,for,for,O,O
36241,and,and,O,O
36242,expected,expected,O,O
36243,.,.,O,O
36244,The,The,O,O
36245,samosa,samosa,B-MENU,B-MENU
36246,and,and,O,O
36247,pakora,pakora,B-MENU,B-MENU
36248,are,are,O,O
36249,incredible,incredible,O,O
36250,.,.,O,O
36251,I,I,O,O
36252,was,was,O,O
36253,happy,happy,O,O
36254,to,to,O,O
36255,see,see,O,O
