-DOCSTART- -X- -X- O
kulfi NN I-NP B-MENU
( ( O O
iced-milk JJ B-NP O
dessert NN I-NP O
) ) O O
though IN B-PP O
, , O O
and CC O O
ever RB O O
since IN B-PP O
I PRP B-NP O
travelling VBG I-NP O
India NNP I-NP O
, , O O
I PRP B-NP O
've VBP B-VP O
been VBN I-VP O
on IN B-PP O
the DT B-NP O
search NN I-NP O
for IN B-PP O
authentic JJ B-NP O
pistachio NN I-NP B-MENU
kulfi NN I-NP I-MENU
. . O O

This DT B-NP O
time NN I-NP O
I PRP B-NP O
went VBD B-VP O
after IN B-PP O
a DT B-NP O
volunteer NN I-NP O
shift NN I-NP O
around IN B-PP O
the DT B-NP O
area NN I-NP O
, , O O
and CC O O
being VBG B-VP O
a DT B-NP O
cold JJ I-NP O
winter NN I-NP O
night NN I-NP O
, , O O
I PRP B-NP O
felt VBP B-VP O
like IN B-PP O
a DT B-NP O
nice JJ I-NP O
cup NN I-NP O
of IN B-PP O
hot JJ B-NP O
chai NN I-NP B-MENU
and CC O O
wanted VBD B-VP O
to TO I-VP O
try VB I-VP O
the DT B-NP O
kulfi NN I-NP B-MENU
. . O O

My PRP$ B-NP O
partner NN I-NP O
and CC O O
I PRP B-NP O
were VBD B-VP O
seated VBN I-VP O
and CC I-VP O
served VBN I-VP O
poppers NNS B-NP O
and CC O O
we PRP B-NP O
ordered VBD B-VP O
chai NNS B-NP B-MENU
and CC O O
kulfi NN B-NP B-MENU
. . O O

They PRP B-NP O
gave VBD B-VP O
us PRP B-NP O
a DT I-NP O
weird JJ I-NP O
look NN I-NP O
. . O O

Ok NNP B-NP O
. . O O
. . O O
. . O O
anyway RB O O
, , O O
the DT B-NP O
chai NN I-NP B-MENU
reminded VBD B-VP O
me PRP B-NP O
of IN B-PP O
India NNP B-NP O
, , O O
but CC O O
could MD B-VP O
use VB I-VP O
more JJR B-NP O
cinnamon NN I-NP O
and CC O O
cardamom NN B-NP O
. . O O

The DT B-NP O
kulfi NN I-NP B-MENU
was VBD B-VP O
actually RB I-VP O
not RB O O
half JJ B-NP O
bad JJ I-NP O
, , O O
and CC O O
had VBD B-VP O
a DT B-NP O
decent JJ I-NP O
amount NN I-NP O
of IN B-PP O
pistachios NNS B-NP O
, , O O
but CC O O
felt VBD B-VP O
a DT B-NP O
bit NN I-NP O
freezer JJ I-NP O
burnt NN I-NP O
. . O O

I PRP B-NP O
considered VBD B-VP O
ordering VBG I-VP O
more RBR O O
food NN B-NP O
but CC O O
I PRP B-NP O
had VBD B-VP O
already RB I-VP O
eaten VBN I-VP O
earlier RBR O O
, , O O
so RB O O
decided VBD B-VP O
not RB I-VP O
to TO I-VP O
this DT B-NP O
time NN I-NP O
. . O O

When WRB O O
we PRP B-NP O
asked VBD B-VP O
to TO I-VP O
get VB I-VP O
the DT B-NP O
bill NN I-NP O
, , O O
we PRP B-NP O
were VBD B-VP O
unkindly RB I-VP O
told VBN I-VP O
they PRP B-NP O
do VBP B-VP O
n't RB I-VP O
serve VB I-VP O
just RB O O
tea NN B-NP O
and CC O O
dessert NN B-NP O
without IN B-PP O
ordering VBG B-VP O
a DT B-NP O
full JJ I-NP O
meal NN I-NP O
. . O O

Ha NNP B-NP O
. . O O

Really RB O O
? . O O

We PRP B-NP O
felt VBD B-VP O
extremely RB I-VP O
unwelcome JJ B-NP O
and CC O O
discriminated JJ B-NP O
towards NNS I-NP O
. . O O

Perhaps RB O O
the DT B-NP O
way NN I-NP O
we PRP B-NP O
were VBD B-VP O
dressed VBN I-VP O
? . O O

How WRB O O
much JJ B-NP O
they PRP B-NP O
thought VBD B-VP O
we PRP B-NP O
could MD B-VP O
pay VB I-VP O
? . O O

I PRP B-NP O
do VBP B-VP O
n't RB I-VP O
know VB I-VP O
what WP B-NP O
business NN I-NP O
model NN I-NP O
they PRP B-NP O
run VBP B-VP O
under IN B-PP O
, , O O
but CC O O
as RB O O
far RB O O
as IN B-PP O
I PRP B-NP O
am VBP B-VP O
concerned JJ B-NP O
, , O O
business NN B-NP O
is VBZ B-VP O
business NN B-NP O
and CC O O
should MD B-VP O
be VB I-VP O
happy JJ B-NP O
for IN B-PP O
any DT B-NP O
business NN I-NP O
. . O O

Do VBP O O
n't RB O O
judge VB B-VP O
a DT B-NP O
book NN I-NP O
by IN B-PP O
its PRP$ B-NP O
covers NNS I-NP O
, , O O
I PRP B-NP O
do VBP B-VP O
n't RB I-VP O
have VB I-VP O
to TO I-VP O
show VB I-VP O
you PRP B-NP O
what WP B-NP O
I PRP B-NP O
do VBP B-VP O
for IN B-PP O
a DT B-NP O
living NN I-NP O
, , O O
let VB B-VP O
alone RB I-VP O
justify VB I-VP O
what WP B-NP O
I PRP B-NP O
order NN I-NP O
? . O O

Well RB O O
, , O O
it PRP B-NP O
does VBZ B-VP O
n't RB I-VP O
matter VB I-VP O
anymore RB O O
! . O O

Too RB O O
bad JJ B-NP O
, , O O
the DT B-NP O
food NN I-NP O
was VBD B-VP O
OK JJ B-NP O
and CC O O
I PRP B-NP O
was VBD B-VP O
considering VBG I-VP O
making VBG I-VP O
a DT B-NP O
reservation NN I-NP O
for IN B-PP O
a DT B-NP O
group NN I-NP O
of IN B-PP O
friends NNS B-NP O
this DT I-NP O
weekend NN I-NP O
, , O O
but CC O O
with IN B-PP O
the DT B-NP O
bad JJ I-NP O
attitude NN I-NP O
and CC O O
hence NN B-NP O
extremely RB O O
poor JJ B-NP O
service NN I-NP O
, , O O
you PRP B-NP O
have VBP B-VP O
lost VBN I-VP O
our PRP$ B-NP O
business NN I-NP O
. . O O
. . O O
. . O O
wait NN B-NP O
for IN B-PP O
it PRP B-NP O
. . O O
. . O O
. . O O

FOREVER NNP B-NP O
. . O O

I PRP B-NP O
'll MD B-VP O
be VB I-VP O
sure JJ B-NP O
to TO B-VP O
spread VB I-VP O
the DT B-NP O
word NN I-NP O
with IN B-PP O
my PRP$ B-NP O
buddies NNS I-NP O
, , O O
so RB O O
too RB O O
bad JJ B-NP O
for IN B-PP O
you PRP B-NP O
! . O O

Not RB O O
bad JJ B-NP O
, , O O
fine JJ B-NP O
for IN B-PP O
a DT B-NP O
quick JJ I-NP O
bite NN I-NP O
. . O O

We PRP B-NP O
were VBD B-VP O
starving VBG I-VP O
and CC I-VP O
a DT B-NP O
ready-to-go JJ I-NP O
lunch NN I-NP O
buffet NN I-NP O
was VBD B-VP O
the DT B-NP O
answer NN I-NP O
. . O O

Food NN B-NP O
was VBD B-VP O
slightly RB I-VP O
above JJ B-NP O
average NN I-NP O
, , O O
nothing NN B-NP O
to TO B-VP O
write VB I-VP O
home NN B-NP O
about IN B-PP O
. . O O
. . O O

I PRP B-NP O
am VBP B-VP O
sure RB I-VP O
there EX O O
are VBP B-VP O
better JJR B-NP O
places NNS I-NP O
but CC O O
we PRP B-NP O
didnt VBP B-VP O
spend JJ B-NP O
time NN I-NP O
to TO B-VP O
research NN B-NP O
. . O O
isolated VBN B-VP O
and CC I-VP O
quiet JJ B-NP O
spot NN I-NP O
on IN B-PP O
second JJ B-NP O
floor NN I-NP O
is VBZ B-VP O
not RB I-VP O
bad JJ B-NP O
. . O O

This DT B-NP O
place NN I-NP O
was VBD B-VP O
good JJ B-NP O
enough RB O O
and CC O O
price NN B-NP O
was VBD B-VP O
fine JJ B-NP O
, , O O
no DT B-NP O
complaintsGreat NN I-NP O
Lunch NNP I-NP O
Buffet NNP I-NP O
just RB O O
a DT B-NP O
few JJ I-NP O
blocks NNS I-NP O
from IN B-PP O
the DT B-NP O
CN NNP I-NP O
tower NN I-NP O
. . O O

Good JJ B-NP O
variety NN I-NP O
. . O O

Place NN B-NP O
was VBD B-VP O
full JJ B-NP O
for IN B-PP O
lunch NN B-NP O
, , O O
so RB O O
food NN B-NP O
turned VBD B-VP O
over RP O O
pretty JJ B-NP O
quickly RB O O
. . O O

Everything NN B-NP O
tasted VBD B-VP O
recently RB I-VP O
prepared VBN I-VP O
. . O O

Plenty NN B-NP O
of IN B-PP O
variety NN B-NP O
- : O O
- : O O
even RB O O
enough RB O O
for IN B-PP O
a DT B-NP O
picky JJ I-NP O
7 CD I-NP O
yr NN I-NP O
old JJ I-NP O
. . O O

Tres NNS B-NP O
bon VBP B-VP O
restaurant NN B-NP O
indiens NNS I-NP O
, , O O
les NNS B-NP O
plats VBP B-VP O
étaient JJ B-NP O
vraiment NN I-NP O
savoureux NN I-NP O
et FW I-NP O
parfaitement NN I-NP O
relevés NN I-NP O
. . O O

Le NNP B-NP O
service NN I-NP O
etait NN I-NP O
tres VBZ B-VP O
agréable JJ B-NP O
et FW I-NP O
le NN I-NP O
prix NN I-NP O
général JJ I-NP O
plus CC O O
que JJ B-NP O
correct NN I-NP O
. . O O

This DT B-NP O
has VBZ B-VP O
been VBN I-VP O
a DT B-NP O
fave JJ I-NP O
spot NN I-NP O
of IN B-PP O
mine NN B-NP O
for IN B-PP O
over IN B-PP O
8 CD B-NP O
years NNS I-NP O
. . O O

Servers NNS B-NP O
are VBP B-VP O
very RB I-VP O
good JJ B-NP O
; : O O
always RB O O
coming VBG B-VP O
by IN B-PP O
to TO B-PP O
check VB B-NP O
on IN B-PP O
how WRB O O
you PRP B-NP O
are VBP B-VP O
enjoying VBG I-VP O
your PRP$ B-NP O
food NN I-NP O
but CC O O
not RB O O
rushing VBG B-VP O
you PRP B-NP O
. . O O

They PRP B-NP O
'll MD B-VP O
make VB I-VP O
dishes NNS B-NP O
more JJR I-NP O
spicy NN I-NP O
if IN B-PP O
you PRP B-NP O
ask VBP B-VP O
. . O O

I PRP B-NP O
have VBP B-VP O
n't RB I-VP O
been VBN I-VP O
disappointed VBN I-VP O
in IN B-PP O
any DT B-NP O
food NN I-NP O
I PRP B-NP O
have VBP B-VP O
ordered VBN I-VP O
here RB O O
. . O O

Great NNP B-NP O
curry NN I-NP B-MENU
; : O O
the DT B-NP O
vegetarian JJ I-NP O
selection NN I-NP O
is VBZ B-VP O
delicious JJ B-NP O
. . O O

Ambiance NN B-NP O
is VBZ B-VP O
comfortable JJ B-NP O
with IN B-PP O
decor NN B-NP O
that WDT B-NP O
reflects VBZ B-VP O
the DT B-NP O
Indian JJ I-NP O
region NN I-NP O
the DT B-NP O
owner NN I-NP O
is VBZ B-VP O
from IN B-PP O
without IN B-PP O
trying VBG B-VP O
too RB I-VP O
hard RB O O
. . O O

Better NNP B-NP O
choice NN I-NP O
than IN B-PP O
stuffy JJ B-NP O
LUMA NNP I-NP O
across IN B-PP O
the DT B-NP O
street NN I-NP O
and CC O O
far RB O O
more RBR O O
affordable JJ B-NP O
. . O O

Go NNP B-NP O
. . O O

So RB O O
this DT B-NP O
place NN I-NP O
looks VBZ B-VP O
really RB I-VP O
nice JJ B-NP O
from IN B-PP O
outside JJ B-NP O
and CC O O
even RB O O
has VBZ B-VP O
their PRP$ B-NP O
menu NN I-NP O
placed VBD B-VP O
outside IN B-PP O
so IN B-PP O
you PRP B-NP O
can MD B-VP O
check VB I-VP O
it PRP B-NP O
out RP O O
before IN B-PP O
ordering VBG B-VP O
. . O O

Honestly RB O O
, , O O
basic JJ B-NP O
India NNP I-NP O
food NN I-NP O
if IN B-PP O
that DT B-NP O
's VBZ B-VP O
what WP B-NP O
you PRP B-NP O
are VBP B-VP O
looking VBG I-VP O
for IN B-PP O
. . O O

Besides IN B-PP O
the DT B-NP O
two CD I-NP O
flights NNS I-NP O
of IN B-PP O
stairs NNS B-NP O
that IN B-PP O
you PRP B-NP O
must MD B-VP O
climb VB I-VP O
to TO I-VP O
get VB I-VP O
to TO I-VP O
the DT B-NP O
restaurant NN I-NP O
, , O O
the DT B-NP O
wait NN I-NP O
will MD B-VP O
also RB I-VP O
make VB I-VP O
you PRP B-NP O
tired VBN I-NP O
and CC O O
even RB O O
more JJR O O
hungry JJ B-NP O
. . O O

Do VB B-VP O
not RB I-VP O
come VB I-VP O
here RB O O
if IN B-PP O
you PRP B-NP O
are VBP B-VP O
looking VBG I-VP O
for IN B-PP O
fast JJ B-NP O
service NN I-NP O
with IN B-PP O
fast JJ B-NP O
food NN I-NP O
. . O O

DO NNP B-NP O
NOT NNP I-NP O
. . O O

So IN B-PP O
we PRP B-NP O
are VBP B-VP O
seated VBN I-VP O
and CC I-VP O
do VBP I-VP O
n't RB O O
get VB B-VP O
me PRP B-NP O
wrong JJ I-NP O
, , O O
the DT B-NP O
place NN I-NP O
is VBZ B-VP O
cute JJ B-NP O
. . O O

One CD B-NP O
thing NN I-NP O
I PRP B-NP O
appreciated VBD B-VP O
was VBD I-VP O
the DT B-NP O
height NN I-NP O
of IN B-PP O
the DT B-NP O
tables NNS I-NP O
, , O O
perfect JJ B-NP O
height NN I-NP O
to TO B-VP O
dive VB I-VP O
right NN B-NP O
in IN B-PP O
. . O O

Before IN B-PP O
I PRP B-NP O
continue VBP B-VP O
please RB I-VP O
be VB I-VP O
aware JJ B-NP O
that IN B-PP O
there EX B-NP O
are VBP B-VP O
five CD B-NP O
waiters NNS I-NP O
here RB O O
including VBG B-VP O
the DT B-NP O
manager NN I-NP O
or CC O O
owner NN B-NP O
or CC O O
whatever NN B-NP O
he PRP B-NP O
is VBZ B-VP O
. . O O

More JJR B-NP O
than IN B-PP O
enough JJ B-NP O
people NNS I-NP O
to TO B-VP O
get VB I-VP O
this DT B-NP O
place NN I-NP O
satisfied VBD B-VP O
but CC I-VP O
hmm VBD I-VP O
I PRP B-NP O
waited VBD B-VP O
20 CD B-NP O
min NN I-NP O
after IN B-PP O
I PRP B-NP O
was VBD B-VP O
done VBN I-VP O
to TO I-VP O
place VB I-VP O
my PRP$ B-NP O
order NN I-NP O
, , O O
45 CD B-NP O
min NN I-NP O
for IN B-PP O
the DT B-NP O
food NN I-NP O
( ( O O
which WDT B-NP O
I PRP B-NP O
will MD B-VP O
explain VB I-VP O
further RB O O
) ) O O
and CC O O
then RB O O
10 CD B-NP O
min NN I-NP O
for IN B-PP O
a DT B-NP O
refill NN I-NP O
on IN B-PP O
the DT B-NP O
naan NN I-NP B-MENU
. . O O

WHAT WP B-NP O
INDIAN NNP I-NP O
PLACE NNP I-NP O
DOES NNP I-NP O
NOT NNP I-NP O
HAVE NNP I-NP O
NAAN NNP I-NP B-MENU
READY NNP I-NP O
TO NNP I-NP O
GO NNP I-NP O
. . O O

But CC O O
rewind NN B-NP O
. . O O

After IN B-PP O
I PRP B-NP O
placed VBD B-VP O
my PRP$ B-NP O
order NN I-NP O
I PRP B-NP O
asked VBD B-VP O
the DT B-NP O
waiter NN I-NP O
to TO B-VP O
repeat VB I-VP O
everything NN B-NP O
and CC O O
he PRP B-NP O
mumbled VBD B-VP O
the DT B-NP O
whole JJ I-NP O
thing NN I-NP O
back RB O O
. . O O

Real JJ B-NP O
reassuring NN I-NP O
. . O O

Ok NNP B-NP O
so RB O O
food NN B-NP O
. . O O

Basic JJ B-NP O
butter NN I-NP B-MENU
chicken NN I-NP I-MENU
was VBD B-VP O
ketchup-ey JJ B-NP O
and CC O O
sugary JJ B-NP O
. . O O

But CC O O
me PRP B-NP O
being VBG I-NP O
a DT B-NP O
vegetarian JJ I-NP O
enthusiast NN I-NP O
, , O O
I PRP B-NP O
went VBD B-VP O
for IN B-PP O
a DT B-NP O
interesting JJ I-NP O
vegetarian JJ I-NP B-MENU
curry NN I-NP I-MENU
but CC O O
to TO B-VP O
be VB I-VP O
honest JJS O O
I PRP B-NP O
have VBP B-VP O
no DT B-NP O
idea NN I-NP O
if IN B-PP O
that DT B-NP O
's VBZ B-VP O
the DT B-NP O
curry NN I-NP B-MENU
I PRP B-NP O
ended VBD B-VP O
up RP O O
eating NN B-NP O
because IN B-PP O
the DT B-NP O
waiter NN I-NP O
did VBD B-VP O
n't RB I-VP O
name VB I-VP O
any DT B-NP O
of IN B-PP O
the DT B-NP O
food NN I-NP O
. . O O

HOW NNP B-NP O
AM NNP I-NP O
I PRP B-NP O
SUPPOSE VBP B-VP O
TO TO I-VP O
KNOW VB I-VP O
WHAT NNP B-NP O
DAL NNP I-NP B-MENU
MAKHANI NNP I-NP I-MENU
SHOULD NNP I-NP O
LOOK NNP I-NP O
LIKE NNP I-NP O
. . O O

Anyway RB O O
. . O O

Food NN B-NP O
. . O O

Tiny JJ B-NP O
portions NNS I-NP O
. . O O

No DT B-NP O
rice NN I-NP B-MENU
with IN B-PP O
curry NN B-NP B-MENU
! . O O

And CC O O
trust VB B-VP O
me PRP B-NP O
, , O O
I PRP B-NP O
've VBP B-VP O
been VBN I-VP O
to TO I-VP O
so RB O O
many JJ B-NP O
Indian JJ I-NP O
restaurants NNS I-NP O
and CC O O
for IN B-PP O
a DT B-NP O
12 CD I-NP O
dollar NN I-NP O
pint NN I-NP O
size NN I-NP O
bowl NN I-NP O
of IN B-PP O
curry NN B-NP B-MENU
, , O O
rice NN B-NP B-MENU
should MD B-VP O
be VB I-VP O
provided VBN I-VP O
. . O O

But CC O O
I PRP B-NP O
must MD B-VP O
admit VB I-VP O
, , O O
the DT B-NP O
naan NN I-NP B-MENU
was VBD B-VP O
splendid JJ B-NP O
. . O O

I PRP B-NP O
also RB O O
must MD B-VP O
say VB I-VP O
that IN B-PP O
we PRP B-NP O
did VBD B-VP O
not RB I-VP O
get VB I-VP O
one CD B-NP O
refill NN I-NP O
on IN B-PP O
the DT B-NP O
water NN I-NP O
even RB O O
when WRB O O
our PRP$ B-NP O
cups NNS I-NP O
were VBD B-VP O
noticeably RB I-VP O
empty JJ B-NP O
. . O O

Another DT B-NP O
thing NN I-NP O
I PRP B-NP O
noticed VBD B-VP O
was VBD I-VP O
how WRB O O
some DT B-NP O
tables NNS I-NP O
got VBD B-VP O
papadam RB I-VP B-MENU
during IN B-PP O
the DT B-NP O
wait NN I-NP O
and CC O O
my PRP$ B-NP O
table JJ I-NP O
basically RB O O
got VBD B-VP O
nothing NN B-NP O
. . O O

Worst NNP B-NP O
part NN I-NP O
, , O O
surcharge NN B-NP O
is VBZ B-VP O
included VBN I-VP O
. . O O

I PRP B-NP O
dined VBD B-VP O
here RB I-VP O
last JJ B-NP O
Saturday NNP I-NP O
for IN B-PP O
lunch NN B-NP O
and CC O O
I PRP B-NP O
was VBD B-VP O
pleasantly RB I-VP O
surprised VBN I-VP O
. . O O

The DT B-NP O
food NN I-NP O
off IN B-PP O
the DT B-NP O
menu NN I-NP O
was VBD B-VP O
delicious JJ B-NP O
( ( O O
the DT B-NP O
restaurant NN I-NP O
also RB O O
offers VBZ B-VP O
a DT B-NP O
buffet NN I-NP O
but CC O O
you PRP B-NP O
have VBP B-VP O
to TO I-VP O
be VB I-VP O
out IN B-PP O
of IN B-PP O
your PRP$ B-NP O
mind NN I-NP O
to TO B-VP O
eat VB I-VP O
Indian JJ B-NP O
buffet NN I-NP O
style NN I-NP O
) ) O O
. . O O

Butter NNP B-NP B-MENU
chicken NN I-NP I-MENU
and CC O O
the DT B-NP O
vegetable JJ I-NP B-MENU
pakora NN I-NP I-MENU
's POS B-NP O
were VBD B-VP O
delicious JJ B-NP O
. . O O

Saag NNP B-NP B-MENU
could MD B-VP O
have VB I-VP O
been VBN I-VP O
better RBR O O
. . O O

I PRP B-NP O
'll MD B-VP O
be VB I-VP O
back RB O O
. . O O

Walking VBG B-VP O
through IN B-PP O
the DT B-NP O
unassuming JJ I-NP O
front JJ I-NP O
door NN I-NP O
and CC O O
up IN B-PP O
the DT B-NP O
stairs NNS I-NP O
, , O O
we PRP B-NP O
were VBD B-VP O
pleasantly RB I-VP O
surprised VBN I-VP O
at IN B-PP O
what WP B-NP O
we PRP B-NP O
found VBD B-VP O
. . O O

The DT B-NP O
door NN I-NP O
opened VBD B-VP O
into IN B-PP O
a DT B-NP O
quiet JJ I-NP O
well NN I-NP O
laid VBN B-VP O
out RP O O
restaurant NN B-NP O
. . O O

We PRP B-NP O
were VBD B-VP O
greeted VBN I-VP O
by IN B-PP O
a DT B-NP O
server NN I-NP O
within IN B-PP O
a DT B-NP O
minute NN I-NP O
, , O O
immediately RB O O
shown VBN B-VP O
to TO I-VP O
a DT B-NP O
table NN I-NP O
, , O O
( ( O O
we PRP B-NP O
did VBD B-VP O
make VB I-VP O
a DT B-NP O
reservation NN I-NP O
about IN B-PP O
a DT B-NP O
week NN I-NP O
prior RB O O
) ) O O
. . O O

Our PRP$ B-NP O
drink NN I-NP O
order NN I-NP O
was VBD B-VP O
taken VBN I-VP O
and CC I-VP O
quickly RB O O
delivered VBD B-VP O
to TO I-VP O
our PRP$ B-NP O
table NN I-NP O
along IN B-PP O
with IN B-PP O
a DT B-NP O
basket NN I-NP O
of IN B-PP O
crackers NNS B-NP O
and CC O O
dip NN B-NP O
, , O O
( ( O O
both DT B-NP O
were VBD B-VP O
delicious JJ B-NP O
) ) O O
. . O O

Our PRP$ B-NP O
food NN I-NP O
arrived VBD B-VP O
within IN B-PP O
10 CD B-NP O
minutes NNS I-NP O
of IN B-PP O
being VBG B-VP O
ordered VBN I-VP O
. . O O

My PRP$ B-NP O
girlfriend NN I-NP O
, , O O
recently RB O O
returned VBN B-VP O
from IN B-PP O
a DT B-NP O
tour NN I-NP O
of IN B-PP O
India NNP B-NP O
, , O O
said VBD B-VP O
it PRP B-NP O
was VBD B-VP O
the DT B-NP O
best JJS I-NP O
she PRP B-NP O
had VBD B-VP O
had VBN I-VP O
in IN B-PP O
Canada NNP B-NP O
. . O O

Me NNP B-NP O
, , O O
it PRP B-NP O
was VBD B-VP O
better RBR O O
than IN B-PP O
any DT B-NP O
I PRP B-NP O
'd MD B-VP O
had VBN I-VP O
in IN B-PP O
my PRP$ B-NP O
12 CD I-NP O
years NNS I-NP O
working VBG B-VP O
in IN B-PP O
Brampton NNP B-NP O
. . O O

After IN B-PP O
we PRP B-NP O
had VBD B-VP O
eaten VBN I-VP O
, , O O
we PRP B-NP O
sat VBD B-VP O
and CC I-VP O
enjoyed VBD I-VP O
our PRP$ B-NP O
wine NN I-NP O
with IN B-PP O
no DT B-NP O
pressure NN I-NP O
to TO B-VP O
pay VB I-VP O
our PRP$ B-NP O
bill NN I-NP O
and CC O O
leave VBP B-VP O
. . O O

In IN B-PP O
fact NN B-NP O
had VBD B-VP O
to TO I-VP O
ask VB I-VP O
the DT B-NP O
waiter NN I-NP O
for IN B-PP O
our PRP$ B-NP O
bill NN I-NP O
. . O O

It PRP B-NP O
arrived VBD B-VP O
promptly RB I-VP O
. . O O

I PRP B-NP O
'd MD B-VP O
recommend VB I-VP O
this DT B-NP O
restaurant NN I-NP O
to TO B-VP O
anyone NN B-NP O
that WDT B-NP O
wishes VBZ B-VP O
to TO I-VP O
experience VB I-VP O
true JJ B-NP O
Indian JJ I-NP O
food NN I-NP O
. . O O

I PRP B-NP O
came VBD B-VP O
here RB I-VP O
because RB O O
, , O O
as IN B-PP O
usual JJ B-NP O
, , O O
there EX B-NP O
was VBD B-VP O
an DT B-NP O
hour NN I-NP O
long RB O O
take VB B-VP O
out RP O O
line NN B-NP O
at IN B-PP O
Khao NNP B-NP O
San NNP I-NP O
Road NNP I-NP O
. . O O

Needless NN B-NP O
to TO B-VP O
say VB I-VP O
, , O O
my PRP$ B-NP O
spirits NNS I-NP O
were VBD B-VP O
low JJ B-NP O
and CC O O
my PRP$ B-NP O
expectations NNS I-NP O
were VBD B-VP O
high JJ B-NP O
. . O O

Fortunately RB O O
, , O O
I PRP B-NP O
got VBD B-VP O
a DT B-NP O
whiff NN I-NP O
of IN B-PP O
this DT B-NP O
Aroma NNP I-NP O
, , O O
and CC O O
walked VBD B-VP O
upstairs NNS B-NP O
to TO B-VP O
see VB I-VP O
what WP B-NP O
it PRP B-NP O
was VBD B-VP O
all DT B-NP O
about IN B-PP O
. . O O

Right RB O O
off IN B-PP O
the DT B-NP O
bat NN I-NP O
, , O O
I PRP B-NP O
could MD B-VP O
tell VB I-VP O
I PRP B-NP O
made VBD B-VP O
the DT B-NP O
right JJ I-NP O
choice NN I-NP O
. . O O

The DT B-NP O
staff NN I-NP O
were VBD B-VP O
friendly JJ B-NP O
and CC O O
set VB B-VP O
me PRP B-NP O
up RP O O
with IN B-PP O
a DT B-NP O
spot NN I-NP O
despite IN B-PP O
the DT B-NP O
fact NN I-NP O
that IN B-PP O
I PRP B-NP O
was VBD B-VP O
taking VBG I-VP O
my PRP$ B-NP O
food NN I-NP O
to TO B-VP O
go VB I-VP O
. . O O

I PRP B-NP O
ordered VBD B-VP O
the DT B-NP O
lamb NN I-NP B-MENU
korma NN I-NP I-MENU
and CC O O
some DT B-NP O
samosas NN I-NP B-MENU
, , O O
the DT B-NP O
latter NN I-NP O
of IN B-PP O
which WDT B-NP O
I PRP B-NP O
decided VBD B-VP O
to TO I-VP O
eat VB I-VP O
on IN B-PP O
the DT B-NP O
spot NN I-NP O
- : O O
and CC O O
even RB O O
though IN B-PP O
they PRP B-NP O
were VBD B-VP O
so RB I-VP O
hot JJ B-NP O
that IN B-PP O
they PRP B-NP O
literally RB O O
burned VBD B-VP O
the DT B-NP O
skin NN I-NP O
off IN B-PP O
the DT B-NP O
inside NN I-NP O
of IN B-PP O
my PRP$ B-NP O
mouth NN I-NP O
, , O O
I PRP B-NP O
could MD B-VP O
n't RB I-VP O
stop VB I-VP O
eating VBG I-VP O
them PRP B-NP O
. . O O

Arguably RB O O
the DT B-NP O
best JJS I-NP O
samosas NN I-NP B-MENU
I PRP B-NP O
've VBP B-VP O
had VBN I-VP O
in IN B-PP O
the DT B-NP O
past JJ I-NP O
17 CD I-NP O
months NNS I-NP O
. . O O

The DT B-NP O
crispiness NN I-NP O
, , O O
the DT B-NP O
filling NN I-NP O
, , O O
the DT B-NP O
sauces NNS I-NP B-MENU
. . O O

I PRP B-NP O
could MD B-VP O
eat VB I-VP O
nothing NN B-NP O
but CC O O
these DT B-NP O
for IN B-PP O
the DT B-NP O
rest NN I-NP O
of IN B-PP O
my PRP$ B-NP O
life NN I-NP O
and CC O O
I PRP B-NP O
could MD B-VP O
die VB I-VP O
happy JJ B-NP O
. . O O

I PRP B-NP O
'd MD B-VP O
probably RB I-VP O
die VB I-VP O
early JJ B-NP O
, , O O
but CC O O
at IN B-PP O
least JJS O O
it PRP B-NP O
would MD B-VP O
be VB I-VP O
with IN B-PP O
a DT B-NP O
smile NN I-NP O
on IN B-PP O
my PRP$ B-NP O
face NN I-NP O
. . O O

I PRP B-NP O
brought VBD B-VP O
the DT B-NP O
lamb NN I-NP B-MENU
korma VBZ B-VP I-MENU
back RB I-VP O
to TO I-VP O
my PRP$ B-NP O
hotel NN I-NP O
and CC O O
it PRP B-NP O
was VBD B-VP O
everything NN B-NP O
you PRP B-NP O
could MD B-VP O
ever RB I-VP O
want VB I-VP O
in IN B-PP O
a DT B-NP O
dish NN I-NP O
. . O O

Creamy NNP B-NP O
, , O O
flavourful JJ B-NP O
and CC O O
with IN B-PP O
HUGE NNP B-NP O
pieces NNS I-NP O
of IN B-PP O
lamb NN B-NP B-MENU
. . O O

They PRP B-NP O
definitely RB O O
do VBP B-VP O
n't RB I-VP O
skimp VB I-VP O
on IN B-PP O
ingredients NNS B-NP O
here RB O O
, , O O
which WDT B-NP O
in IN B-PP O
and CC I-PP O
of IN B-PP O
itself PRP B-NP O
merits VBZ B-VP O
a DT B-NP O
5 CD I-NP O
- : O O
star NN B-NP O
review NN I-NP O
. . O O

So RB O O
anyway RB O O
, , O O
now RB O O
I PRP B-NP O
'm VBP B-VP O
in IN B-PP O
a DT B-NP O
food NN I-NP O
coma NN I-NP O
, , O O
just RB O O
listening VBG B-VP O
to TO I-VP O
the DT B-NP O
jazz NN I-NP O
station NN I-NP O
the DT B-NP O
the DT I-NP O
